directory,score,clarity,accuracy
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAEasy10_mistral-large-latest_4_19_24,6,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAEasy10_mistral-large-latest_4_19_24,2,8,2
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAEasy10_mistral-large-latest_4_19_24,4,3,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAEasy10_mistral-large-latest_4_19_24,10,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAEasy10_open-mistral-7b_4_19_24,0,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAEasy10_open-mistral-7b_4_19_24,0,7,4
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAEasy10_open-mistral-7b_4_19_24,3,4,5
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAEasy10_open-mistral-7b_4_19_24,0,5,4
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAEasy10_open-mistral-7b_4_19_24,0,6,5
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAEasy10_open-mistral-7b_4_19_24,0,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAEasy10_open-mistral-7b_4_19_24,0,3,1
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAEasy10_open-mistral-7b_4_19_24,0,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAEasy10_open-mistral-7b_4_19_24,1,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAEasy10_open-mistral-7b_4_19_24,10,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_gpt-3.5-turbo_4_19_24,3,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_gpt-3.5-turbo_4_19_24,4,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_gpt-3.5-turbo_4_19_24,2,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_gpt-3.5-turbo_4_19_24,4,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_gpt-3.5-turbo_4_19_24,6,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_gpt-3.5-turbo_4_19_24,10,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_gpt-3.5-turbo_4_19_24,8,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_gpt-3.5-turbo_4_19_24,5,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_gpt-3.5-turbo_4_19_24,4,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_gpt-3.5-turbo_4_19_24,3,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_gpt-4-turbo_4_19_24,4,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_gpt-4-turbo_4_19_24,7,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_gpt-4-turbo_4_19_24,1,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_gpt-4-turbo_4_19_24,8,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_gpt-4-turbo_4_19_24,8,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_gpt-4-turbo_4_19_24,8,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_gpt-4-turbo_4_19_24,7,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_gpt-4-turbo_4_19_24,8,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_gpt-4-turbo_4_19_24,8,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_gpt-4-turbo_4_19_24,8,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_gpt-4-turbo_4_19_24,8,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_mistral-large-latest_4_19_24,3,8,4
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_mistral-large-latest_4_19_24,6,9,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_mistral-large-latest_4_19_24,2,7,3
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_mistral-large-latest_4_19_24,8,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_mistral-large-latest_4_19_24,8,9,7
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_mistral-large-latest_4_19_24,10,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_mistral-large-latest_4_19_24,9,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_mistral-large-latest_4_19_24,7,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_mistral-large-latest_4_19_24,3,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_mistral-large-latest_4_19_24,5,8,2
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_open-mistral-7b_4_19_24,2,9,4
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_open-mistral-7b_4_19_24,7,8,3
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_open-mistral-7b_4_19_24,4,9,4
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_open-mistral-7b_4_19_24,3,8,2
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_open-mistral-7b_4_19_24,0,10,9
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_open-mistral-7b_4_19_24,9,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_open-mistral-7b_4_19_24,6,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_open-mistral-7b_4_19_24,7,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_open-mistral-7b_4_19_24,5,0,0
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_persona\QAHard11_open-mistral-7b_4_19_24,0,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAEasy10_gpt-3.5-turbo_4_19_24,4,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAEasy10_gpt-3.5-turbo_4_19_24,8,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAEasy10_gpt-3.5-turbo_4_19_24,10,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAEasy10_gpt-3.5-turbo_4_19_24,7,9,5
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAEasy10_gpt-3.5-turbo_4_19_24,5,9,8
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAEasy10_gpt-3.5-turbo_4_19_24,6,8,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAEasy10_gpt-3.5-turbo_4_19_24,10,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAEasy10_gpt-3.5-turbo_4_19_24,9,7,9
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAEasy10_gpt-3.5-turbo_4_19_24,8,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAEasy10_gpt-3.5-turbo_4_19_24,7,9,6
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAEasy10_gpt-4-turbo_4_19_24,9,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAEasy10_gpt-4-turbo_4_19_24,8,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAEasy10_gpt-4-turbo_4_19_24,0,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAEasy10_gpt-4-turbo_4_19_24,0,9,6
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAEasy10_gpt-4-turbo_4_19_24,10,10,8
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAEasy10_gpt-4-turbo_4_19_24,10,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAEasy10_gpt-4-turbo_4_19_24,10,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAEasy10_gpt-4-turbo_4_19_24,10,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAEasy10_gpt-4-turbo_4_19_24,10,9,8
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAEasy10_gpt-4-turbo_4_19_24,10,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAEasy10_mistral-large-latest_4_19_24,10,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAEasy10_mistral-large-latest_4_19_24,10,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAEasy10_mistral-large-latest_4_19_24,3,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAEasy10_mistral-large-latest_4_19_24,6,9,6
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAEasy10_mistral-large-latest_4_19_24,1,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAEasy10_mistral-large-latest_4_19_24,8,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAEasy10_mistral-large-latest_4_19_24,7,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAEasy10_mistral-large-latest_4_19_24,5,9,9
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAEasy10_mistral-large-latest_4_19_24,9,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAEasy10_mistral-large-latest_4_19_24,10,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAEasy10_open-mistral-7b_4_19_24,3,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAEasy10_open-mistral-7b_4_19_24,0,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAEasy10_open-mistral-7b_4_19_24,0,7,8
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAEasy10_open-mistral-7b_4_19_24,1,6,4
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAEasy10_open-mistral-7b_4_19_24,0,2,6
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAEasy10_open-mistral-7b_4_19_24,0,5,3
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAEasy10_open-mistral-7b_4_19_24,0,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAEasy10_open-mistral-7b_4_19_24,0,8,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAEasy10_open-mistral-7b_4_19_24,0,7,3
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAEasy10_open-mistral-7b_4_19_24,7,5,2
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAHard11_gpt-3.5-turbo_4_19_24,2,9,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAHard11_gpt-3.5-turbo_4_19_24,8,8,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAHard11_gpt-3.5-turbo_4_19_24,1,7,3
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAHard11_gpt-3.5-turbo_4_19_24,9,9,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAHard11_gpt-3.5-turbo_4_19_24,7,8,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAHard11_gpt-3.5-turbo_4_19_24,7,9,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAHard11_gpt-3.5-turbo_4_19_24,4,9,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAHard11_gpt-3.5-turbo_4_19_24,6,9,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAHard11_gpt-3.5-turbo_4_19_24,7,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAHard11_gpt-3.5-turbo_4_19_24,6,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAHard11_gpt-3.5-turbo_4_19_24,9,8,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAHard11_gpt-4-turbo_4_19_24,3,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAHard11_gpt-4-turbo_4_19_24,8,10,9
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAHard11_gpt-4-turbo_4_19_24,2,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAHard11_gpt-4-turbo_4_19_24,7,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAHard11_gpt-4-turbo_4_19_24,7,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAHard11_gpt-4-turbo_4_19_24,9,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAHard11_gpt-4-turbo_4_19_24,10,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAHard11_gpt-4-turbo_4_19_24,6,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAHard11_gpt-4-turbo_4_19_24,8,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAHard11_gpt-4-turbo_4_19_24,8,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAHard11_gpt-4-turbo_4_19_24,6,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAHard11_mistral-large-latest_4_19_24,4,9,6
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAHard11_mistral-large-latest_4_19_24,8,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAHard11_mistral-large-latest_4_19_24,2,9,3
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAHard11_mistral-large-latest_4_19_24,9,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAHard11_mistral-large-latest_4_19_24,9,9,9
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAHard11_mistral-large-latest_4_19_24,7,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAHard11_mistral-large-latest_4_19_24,7,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAHard11_mistral-large-latest_4_19_24,8,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAHard11_mistral-large-latest_4_19_24,8,10,6
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAHard11_mistral-large-latest_4_19_24,8,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAHard11_mistral-large-latest_4_19_24,8,10,10
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAHard11_open-mistral-7b_4_19_24,0,2,1
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAHard11_open-mistral-7b_4_19_24,7,9,9
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAHard11_open-mistral-7b_4_19_24,0,7,8
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAHard11_open-mistral-7b_4_19_24,0,8,4
C:\Users\deckerza\Desktop\Rose-Hulman\Senior_Year\Spring\GENAI\CalendarAssistant\AI_Calendar_Assistant\validation\naive_and_self_consistancy\QAHard11_open-mistral-7b_4_19_24,0,1,2
